id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1607877969225351169,1607877969225351169,2022-12-28 06:15:55 SE Asia Standard Time,2022-12-28,06:15:55,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] nyari e-book tuh dimana sih guys ? yg tau tolong jawab ya sender udh pusing nyari buku 🥲,in,[],[],[],2,0,10,[],[],https://twitter.com/collegemenfess/status/1607877969225351169,False,,0,,,,,,,,[],,,,
1607877369859297280,1607877369859297280,2022-12-28 06:13:32 SE Asia Standard Time,2022-12-28,06:13:32,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] kalo penelitian pake metode convinience bisa pake kuisioner ga ya? Makasih yang udah bantu jawab,in,[],[],[],0,1,3,[],[],https://twitter.com/collegemenfess/status/1607877369859297280,False,,0,,,,,,,,[],,,,
1607877238892171265,1607877238892171265,2022-12-28 06:13:01 SE Asia Standard Time,2022-12-28,06:13:01,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] ada yg punya ebook ini? kalo ada mau minta dong😭 nanti aku dm  https://t.co/ClZuoEbh98,in,[],[],['https://pbs.twimg.com/media/FlBT0_4acAEIPXY.jpg'],4,3,22,[],[],https://twitter.com/collegemenfess/status/1607877238892171265,False,,1,https://pbs.twimg.com/media/FlBT0_4acAEIPXY.jpg,,,,,,,[],,,,
1607876762884771840,1607876762884771840,2022-12-28 06:11:07 SE Asia Standard Time,2022-12-28,06:11:07,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] kalian yg lg skripsi sambil part time susah atau lancar2 aj?  Ak lg skripsi &amp; mau ambil part time. Ak mau tau pengalaman kalian dong atau masukannya, thx💙",in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1607876762884771840,False,,0,,,,,,,,[],,,,
1607875395973709827,1607875395973709827,2022-12-28 06:05:41 SE Asia Standard Time,2022-12-28,06:05:41,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] ges boleh minta sarannya tidak ya ? bingung :(  https://t.co/XjbStwP9oA,in,[],[],['https://pbs.twimg.com/media/FlBSJthaMAA6YJg.png'],16,0,27,[],[],https://twitter.com/collegemenfess/status/1607875395973709827,False,,1,https://pbs.twimg.com/media/FlBSJthaMAA6YJg.png,,,,,,,[],,,,
1607875272002666496,1607875272002666496,2022-12-28 06:05:12 SE Asia Standard Time,2022-12-28,06:05:12,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] mau nanya dongg ini kalo di presentasikan pas sempro cara bilangnya gimana ya? 😔 apa cuma pemuka adat ini jumlah populasi nya sekian sampel nya sekian gitu gitu aja? atau ada cara istimewa yang lainnya ya? TIA 🙏🏻  https://t.co/GDtodtdKyB,in,[],[],['https://pbs.twimg.com/media/FlBSCdCaAAAdQCi.jpg'],11,1,61,[],[],https://twitter.com/collegemenfess/status/1607875272002666496,False,,1,https://pbs.twimg.com/media/FlBSCdCaAAAdQCi.jpg,,,,,,,[],,,,
1607873490685943808,1607873490685943808,2022-12-28 05:58:07 SE Asia Standard Time,2022-12-28,05:58:07,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] guys pas hari senin aku pc dospemku nanya perihal bimbingan. dan ternyata bapak ngadain bimbingan nya hari ini, terus untuk jam nya itu bebas. mending pc lagi atau langsung ke ruangan nya aja? dan kalo dipc lagi, kata"" nya mending gimana ya",in,[],[],[],7,0,5,[],[],https://twitter.com/collegemenfess/status/1607873490685943808,False,,0,,,,,,,,[],,,,
1607869567103303680,1607869567103303680,2022-12-28 05:42:32 SE Asia Standard Time,2022-12-28,05:42:32,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] halo yg udah pernah ikut msib. mau nanya, ikut onboarding msib itu penting bgt gaa? rangkaian acaranya ngapain aja ya?",in,[],[],[],1,0,2,[],[],https://twitter.com/collegemenfess/status/1607869567103303680,False,,0,,,,,,,,[],,,,
1607869166853455872,1607869166853455872,2022-12-28 05:40:56 SE Asia Standard Time,2022-12-28,05:40:56,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] gais flashdisk yg awet buat skripsian apa yaa?,in,[],[],[],1,0,5,[],[],https://twitter.com/collegemenfess/status/1607869166853455872,False,,0,,,,,,,,[],,,,
1607867879336312832,1607867879336312832,2022-12-28 05:35:49 SE Asia Standard Time,2022-12-28,05:35:49,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] Pagi guys, maaf ada yg tau cara merapatkan spasi yg otomatis berjauhan ini? Terima kasih🙏🏻  https://t.co/4sddhynXhR",in,[],[],['https://pbs.twimg.com/media/FlBLUH_akAEAhrH.jpg'],4,13,169,[],[],https://twitter.com/collegemenfess/status/1607867879336312832,False,,1,https://pbs.twimg.com/media/FlBLUH_akAEAhrH.jpg,,,,,,,[],,,,
1607867171694350336,1607867171694350336,2022-12-28 05:33:01 SE Asia Standard Time,2022-12-28,05:33:01,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"kakak-kakak, terutama yang di prodi ilmu komunikasi, boleh spill laptopnya ngga? dari bränd dan tipe apa, kalo boleh spill budgetnya juga yaa hehehe mau nabung buat laptop baru karena yang sekarang udah lemot parah [cm]",in,[],[],[],2,0,3,[],[],https://twitter.com/collegemenfess/status/1607867171694350336,False,,0,,,,,,,,[],,,,
1607857033742782464,1607857033742782464,2022-12-28 04:52:44 SE Asia Standard Time,2022-12-28,04:52:44,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] kalian masuk tgl brp guyss,in,[],[],[],62,0,7,[],[],https://twitter.com/collegemenfess/status/1607857033742782464,False,,0,,,,,,,,[],,,,
1607856287957798912,1607856287957798912,2022-12-28 04:49:46 SE Asia Standard Time,2022-12-28,04:49:46,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[cm] halo mau tanya, yang udah semhas kalian ngasih bingkisan/konsumsi apa ke dewan pengujinya?  Terimakasih",in,[],[],[],3,0,3,[],[],https://twitter.com/collegemenfess/status/1607856287957798912,False,,0,,,,,,,,[],,,,
1607855262265921537,1607855262265921537,2022-12-28 04:45:41 SE Asia Standard Time,2022-12-28,04:45:41,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[CM] Haii sobat colle, minta doanya semoga hari inii sidang skripsi aku dimudahkan dan dilancarkan✨ semoga dilembutkan hati dosbing dan dosen pengujinya, semoga pertanyaan-pertanyaan yang diberikan beliau tidak ada yang sulit, timakassiii guysss❤",in,[],[],[],21,0,28,[],[],https://twitter.com/collegemenfess/status/1607855262265921537,False,,0,,,,,,,,[],,,,
1607851345893298176,1607851345893298176,2022-12-28 04:30:07 SE Asia Standard Time,2022-12-28,04:30:07,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] cara buka file jurnal di mendeley biar ada tampilan di sisi kanan gimana ya? Mau ngubah judulnya 😭 TIA🙏🏻  https://t.co/LjNI10D7dD,in,[],[],['https://pbs.twimg.com/media/FlA8RylagAAXUax.jpg'],3,0,3,[],[],https://twitter.com/collegemenfess/status/1607851345893298176,False,,1,https://pbs.twimg.com/media/FlA8RylagAAXUax.jpg,,,,,,,[],,,,
1607850858959757312,1607850858959757312,2022-12-28 04:28:11 SE Asia Standard Time,2022-12-28,04:28:11,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"aku lagi pusing bgt overthinking soal kuliah, ini aku mau matiin data buat wa sekitar 3 harian buat nenangin diri. kalo dimatiin kira2 chat yg masuk selama 3 hari itu bakal ilang ga ya? makasii yg udh jawab [cm]",in,[],[],[],5,0,2,[],[],https://twitter.com/collegemenfess/status/1607850858959757312,False,,0,,,,,,,,[],,,,
1607843772569907200,1607843772569907200,2022-12-28 04:00:02 SE Asia Standard Time,2022-12-28,04:00:02,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,"[Cm] yang jurusan sastra inggris, kalian cari jurnal biasanya dimana guys? Esp literature",in,[],[],[],3,0,4,[],[],https://twitter.com/collegemenfess/status/1607843772569907200,False,,0,,,,,,,,[],,,,
1607843334009270272,1607843334009270272,2022-12-28 03:58:17 SE Asia Standard Time,2022-12-28,03:58:17,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[Cm] skripsi kalian ada berapa lembar totalnya?  Sekarang aku baru sadar ternyata yang banyak itu adalah lampirannya ya😅🤝🏼,in,[],[],[],6,0,8,[],[],https://twitter.com/collegemenfess/status/1607843334009270272,False,,0,,,,,,,,[],,,,
1607843311565549569,1607843311565549569,2022-12-28 03:58:12 SE Asia Standard Time,2022-12-28,03:58:12,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[Cm] disertasi boleh dipake di skripsi ga?,in,[],[],[],2,0,3,[],[],https://twitter.com/collegemenfess/status/1607843311565549569,False,,0,,,,,,,,[],,,,
1607839165873549312,1607839165873549312,2022-12-28 03:41:44 SE Asia Standard Time,2022-12-28,03:41:44,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED😎,,[cm] gais cara upload website localhost biar bisa online gimana ya?,en,[],[],[],4,0,2,[],[],https://twitter.com/collegemenfess/status/1607839165873549312,False,,0,,,,,,,,[],,,,
